drug	protein	y
CHEMBL210032	P45983	12.1301
CHEMBL210032	P45984	11.5532
CHEMBL210032	P48729	11.3
CHEMBL210032	P48730	11.204
CHEMBL210032	P49137	11.1879
CHEMBL210032	P49760	11.6
CHEMBL210032	P49841	11.2744
CHEMBL210032	P51617	11.2
CHEMBL210032	P51812	11.2154
CHEMBL210032	P51955	11.1181
CHEMBL210032	P52333	11.8696
CHEMBL210032	P53350	11.1753
CHEMBL210032	P53667	11.1089
CHEMBL210032	P53778	11.2625
CHEMBL210032	P53779	11.7014
CHEMBL210032	P54646	11.1088
CHEMBL210032	P68400	11.3183
CHEMBL210032	P78368	11.2
CHEMBL210032	Q00535	11.1158
CHEMBL210032	Q07912	11.1223
CHEMBL210032	Q08881	11.8101
CHEMBL210032	Q13131	11.2044
CHEMBL210032	Q13153	11.1066
CHEMBL210032	Q13188	11.1778
CHEMBL210032	Q13464	11.1205
CHEMBL210032	Q13554	11.2
CHEMBL210032	Q13555	11.3
CHEMBL210032	Q13557	11.3
CHEMBL210032	Q13627	11.2806
CHEMBL210032	Q14012	11.3
CHEMBL210032	Q16513	11.2
CHEMBL210032	Q16566	11.1655
CHEMBL210032	Q16620	11.4468
CHEMBL210032	Q16644	11.1
CHEMBL210032	Q7KZI7	11.2125
CHEMBL210032	Q96GD4	11.287
CHEMBL210032	Q96KB5	11.1
CHEMBL210032	Q96RG2	12.1
CHEMBL210032	Q96SB4	11.9
CHEMBL210032	Q9H2G2	11.1
CHEMBL210032	Q9H4B4	11.1985
CHEMBL210032	Q9HAZ1	12.1
CHEMBL210032	Q9HBH9	11.1
CHEMBL210032	Q9HCP0	11.3
CHEMBL210032	Q9NWZ3	11.1022
CHEMBL210032	Q9NYL2	11.2
CHEMBL210032	Q9P1W9	11.9539
CHEMBL210618	O00141	11.1269
CHEMBL210618	O00311	12
CHEMBL210618	O00444	11.5
CHEMBL210618	O14757	11.1778
CHEMBL210618	O14920	11.5974
CHEMBL210618	O14965	11.3806
CHEMBL210618	O15075	11.1
CHEMBL210618	O15111	11.712
CHEMBL210618	O15264	11.2306
CHEMBL210618	O15530	11.5
CHEMBL210618	O43293	11.9769
CHEMBL210618	O43781	11.3
CHEMBL210618	O60674	11.912
CHEMBL210618	O75116	11.2125
CHEMBL210618	O75582	11.8
CHEMBL210618	O95819	11.1
CHEMBL210618	O96013	11.3798
CHEMBL210618	O96017	11.2611
CHEMBL210618	P00519	12.2744
CHEMBL210618	P00533	11.8224
CHEMBL210618	P04626	11.9269
CHEMBL210618	P04629	11.701
CHEMBL210618	P06213	11.392
CHEMBL210618	P06239	11.6843
CHEMBL210618	P06241	12.1958
CHEMBL210618	P06493	11.1753
CHEMBL210618	P07333	11.701
CHEMBL210618	P07948	11.8848
CHEMBL210618	P08069	12.1
CHEMBL210618	P08581	11.6188
CHEMBL210618	P10721	12.0104
CHEMBL210618	P11309	11.1181
CHEMBL210618	P11362	11.414
CHEMBL210618	P12931	11.6106
CHEMBL210618	P15735	11.4
CHEMBL210618	P17612	11.2125
CHEMBL210618	P17948	12.4783
CHEMBL210618	P19784	11.3366
CHEMBL210618	P21802	11.4279
CHEMBL210618	P22455	11.4279
CHEMBL210618	P22607	11.8
CHEMBL210618	P23443	11.5843
CHEMBL210618	P24723	11.1809
CHEMBL210618	P24941	12.1931
CHEMBL210618	P27361	11.1362
CHEMBL210618	P27448	11.287
CHEMBL210618	P28482	11.414
CHEMBL210618	P29317	11.6
CHEMBL210618	P29597	11.8106
CHEMBL210618	P30530	11.8
CHEMBL210618	P31749	11.1931
CHEMBL210618	P31751	11.1879
CHEMBL210618	P35968	11.1931
CHEMBL210618	P36888	11.701
CHEMBL210618	P45983	14.3361
CHEMBL210618	P45984	14.0098
CHEMBL210618	P48729	11.3
CHEMBL210618	P48730	11.204
CHEMBL210618	P49137	11.1879
CHEMBL210618	P49760	11.2
CHEMBL210618	P49841	11.2744
CHEMBL210618	P51617	11.2
CHEMBL210618	P51812	11.2154
CHEMBL210618	P51955	11.6181
CHEMBL210618	P52333	11.8848
CHEMBL210618	P53350	11.1753
CHEMBL210618	P53667	11.1089
CHEMBL210618	P53778	11.2625
CHEMBL210618	P53779	13.384
CHEMBL210618	P54646	11.1088
CHEMBL210618	P68400	11.3183
CHEMBL210618	P78368	11.2
CHEMBL210618	Q00535	11.1158
CHEMBL210618	Q05397	11.9
CHEMBL210618	Q07912	11.1223
CHEMBL210618	Q08881	11.7101
CHEMBL210618	Q13131	11.2044
CHEMBL210618	Q13153	11.1066
CHEMBL210618	Q13188	11.1778
CHEMBL210618	Q13464	11.1205
CHEMBL210618	Q13554	11.2
CHEMBL210618	Q13555	11.3
CHEMBL210618	Q13557	11.3
CHEMBL210618	Q13627	11.2806
CHEMBL210618	Q13976	11.8
CHEMBL210618	Q14012	11.2
CHEMBL210618	Q14289	11.9
CHEMBL210618	Q14680	11.9
CHEMBL210618	Q15303	11.5
CHEMBL210618	Q16513	11.2
CHEMBL210618	Q16566	11.1655
CHEMBL210618	Q16620	11.4234
CHEMBL210618	Q16644	11.1
CHEMBL210618	Q7KZI7	11.2125
CHEMBL210618	Q96GD4	11.287
CHEMBL210618	Q96KB5	11.1
CHEMBL210618	Q96RG2	11.9
CHEMBL210618	Q96SB4	11.2
CHEMBL210618	Q9H2G2	11.1
CHEMBL210618	Q9H2X6	11.6
CHEMBL210618	Q9H4B4	11.1985
CHEMBL210618	Q9HAZ1	11.1
CHEMBL210618	Q9HBH9	11.1
CHEMBL210618	Q9HCP0	11.3
CHEMBL210618	Q9NWZ3	11.1022
CHEMBL210618	Q9NYL2	11.2
CHEMBL210618	Q9P1W9	11.9269
CHEMBL210928	O00141	11.1269
CHEMBL210928	O00311	12
CHEMBL210928	O00444	11.5
CHEMBL210928	O14757	11.1778
CHEMBL210928	O14920	11.5974
CHEMBL210928	O14965	11.3806
CHEMBL210928	O15075	11.1
CHEMBL210928	O15111	11.712
CHEMBL210928	O15264	11.2306
CHEMBL210928	O15530	11.5
CHEMBL210928	O43293	11.9769
CHEMBL210928	O43781	11.3
CHEMBL210928	O60674	11.912
CHEMBL210928	O75116	11.2125
CHEMBL210928	O75582	11.8
CHEMBL210928	O95819	11.1
CHEMBL210928	O96013	11.3798
CHEMBL210928	O96017	11.2611
CHEMBL210928	P00519	12.2744
CHEMBL210928	P00533	11.8224
CHEMBL210928	P04626	11.9269
CHEMBL210928	P04629	11.701
CHEMBL210928	P06213	11.392
CHEMBL210928	P06239	11.6843
CHEMBL210928	P06241	12.1958
CHEMBL210928	P06493	11.1753
CHEMBL210928	P07332	11.8
CHEMBL210928	P07333	11.701
CHEMBL210928	P07948	11.8848
CHEMBL210928	P07949	12
CHEMBL210928	P08069	11.8
CHEMBL210928	P08581	11.6188
CHEMBL210928	P08922	11.8
CHEMBL210928	P10721	12.0104
CHEMBL210928	P11309	11.1181
CHEMBL210928	P11362	11.414
CHEMBL210928	P12931	11.8106
CHEMBL210928	P15735	11.4
CHEMBL210928	P17612	11.2125
CHEMBL210928	P17948	12.4783
CHEMBL210928	P19784	11.3366
CHEMBL210928	P21802	11.4279
CHEMBL210928	P22455	11.4279
CHEMBL210928	P22607	11.8
CHEMBL210928	P23443	11.287
CHEMBL210928	P24723	11.1809
CHEMBL210928	P24941	11.1828
CHEMBL210928	P27361	11.1362
CHEMBL210928	P27448	11.287
CHEMBL210928	P28482	11.1778
CHEMBL210928	P29317	11.6
CHEMBL210928	P29597	11.8106
CHEMBL210928	P30530	11.8
CHEMBL210928	P31749	11.1931
CHEMBL210928	P31751	11.1879
CHEMBL210928	P35968	11.1753
CHEMBL210928	P36888	11.701
CHEMBL210928	P41743	11.4
CHEMBL210928	P43405	11.9
CHEMBL210928	P45983	14.1135
CHEMBL210928	P45984	13.7085
CHEMBL210928	P48729	11.3
CHEMBL210928	P48730	11.204
CHEMBL210928	P49137	11.1879
CHEMBL210928	P49760	11.2
CHEMBL210928	P49841	11.2744
CHEMBL210928	P51617	11.2
CHEMBL210928	P51812	11.2154
CHEMBL210928	P51955	11.1181
CHEMBL210928	P52333	11.8848
CHEMBL210928	P53350	11.1753
CHEMBL210928	P53667	11.1089
CHEMBL210928	P53778	11.2625
CHEMBL210928	P53779	13.6504
CHEMBL210928	P54646	11.1088
CHEMBL210928	P68400	11.3183
CHEMBL210928	P78368	11.2
CHEMBL210928	Q00535	11.1158
CHEMBL210928	Q05397	11.9
CHEMBL210928	Q06187	12
CHEMBL210928	Q07912	11.1223
CHEMBL210928	Q08881	11.7101
CHEMBL210928	Q13131	11.2044
CHEMBL210928	Q13153	11.1066
CHEMBL210928	Q13188	11.1778
CHEMBL210928	Q13464	11.1205
CHEMBL210928	Q13554	11.2
CHEMBL210928	Q13555	11.3
CHEMBL210928	Q13557	11.3
CHEMBL210928	Q13627	11.2806
CHEMBL210928	Q13882	11.7
CHEMBL210928	Q13976	11.8
CHEMBL210928	Q14012	11.3
CHEMBL210928	Q14289	11.9
CHEMBL210928	Q14680	11.9
CHEMBL210928	Q15303	11.5
CHEMBL210928	Q16288	12
CHEMBL210928	Q16513	11.2
CHEMBL210928	Q16566	11.1655
CHEMBL210928	Q16620	11.4234
CHEMBL210928	Q16644	11.1
CHEMBL210928	Q7KZI7	11.2125
CHEMBL210928	Q96GD4	11.287
CHEMBL210928	Q96KB5	11.1
CHEMBL210928	Q96SB4	11.2
CHEMBL210928	Q9H2G2	11.1
CHEMBL210928	Q9H2X6	11.6
CHEMBL210928	Q9H4B4	11.1985
CHEMBL210928	Q9HAZ1	11.1
CHEMBL210928	Q9HBH9	11.1
CHEMBL210928	Q9HCP0	11.3
CHEMBL210928	Q9NWZ3	11.1022
CHEMBL210928	Q9NYL2	11.2
CHEMBL210928	Q9P1W9	11.9269
CHEMBL210928	Q9UM73	12
CHEMBL210928	Q9Y6M4	11.3
CHEMBL210963	O00141	11.1269
CHEMBL210963	O00311	12
CHEMBL210963	O00444	11.5
CHEMBL210963	O14757	11.1778
CHEMBL210963	O14920	11.5974
CHEMBL210963	O14965	11.3806
CHEMBL210963	O15075	11.1
CHEMBL210963	O15111	11.712
CHEMBL210963	O15264	11.2306
CHEMBL210963	O15530	11.5
CHEMBL210963	O43293	11.9769
CHEMBL210963	O43781	11.4
CHEMBL210963	O60674	11.912
CHEMBL210963	O75116	11.2125
CHEMBL210963	O75582	11.8
CHEMBL210963	O95819	11.1
CHEMBL210963	O96013	11.3798
CHEMBL210963	O96017	11.2611
CHEMBL210963	P00519	12.2744
CHEMBL210963	P00533	11.8224
CHEMBL210963	P04626	11.9269
CHEMBL210963	P04629	11.701
CHEMBL210963	P06213	11.392
CHEMBL210963	P06239	11.6843
CHEMBL210963	P06241	12.1958
CHEMBL210963	P06493	11.1753
CHEMBL210963	P07332	11.8
CHEMBL210963	P07333	11.701
CHEMBL210963	P07948	11.8848
CHEMBL210963	P07949	12
CHEMBL210963	P08069	11.8
CHEMBL210963	P08581	11.6188
CHEMBL210963	P08922	11.8
CHEMBL210963	P10721	12.0104
CHEMBL210963	P11309	11.1181
CHEMBL210963	P11362	11.414
CHEMBL210963	P12931	11.8106
CHEMBL210963	P15735	11.4
CHEMBL210963	P17612	11.2125
CHEMBL210963	P17948	12.4783
CHEMBL210963	P19784	11.3366
CHEMBL210963	P21802	11.4279
CHEMBL210963	P22455	11.4279
CHEMBL210963	P22607	11.8
CHEMBL210963	P23443	11.287
CHEMBL210963	P24723	11.1809
CHEMBL210963	P24941	11.1828
CHEMBL210963	P27361	11.1362
CHEMBL210963	P27448	11.287
CHEMBL210963	P28482	11.3183
CHEMBL210963	P29317	11.6
CHEMBL210963	P29597	11.8106
CHEMBL210963	P30530	11.8
CHEMBL210963	P31749	11.1931
CHEMBL210963	P31751	11.1879
CHEMBL210963	P35968	11.1753
CHEMBL210963	P36888	11.701
CHEMBL210963	P41743	11.4
CHEMBL210963	P43405	11.9
CHEMBL210963	P45983	14.1837
CHEMBL210963	P45984	13.7672
CHEMBL210963	P48729	11.3
CHEMBL210963	P48730	11.204
CHEMBL210963	P49137	11.1879
CHEMBL210963	P49760	11.2
CHEMBL210963	P49841	11.2744
CHEMBL210963	P51617	11.2
CHEMBL210963	P51812	11.2154
CHEMBL210963	P51955	11.1181
CHEMBL210963	P52333	11.8848
CHEMBL210963	P53350	11.1753
CHEMBL210963	P53667	11.1089
CHEMBL210963	P53778	11.2625
CHEMBL210963	P53779	13.6942
CHEMBL210963	P54646	11.1088
CHEMBL210963	P68400	11.3183
CHEMBL210963	P78368	11.2
CHEMBL210963	Q00535	11.1158
CHEMBL210963	Q05397	11.9
CHEMBL210963	Q06187	12
CHEMBL210963	Q07912	11.1223
CHEMBL210963	Q08881	11.7101
CHEMBL210963	Q13131	11.2044
CHEMBL210963	Q13153	11.1066
CHEMBL210963	Q13188	11.1778
CHEMBL210963	Q13464	11.1205
CHEMBL210963	Q13554	11.2
CHEMBL210963	Q13555	11.3
CHEMBL210963	Q13557	11.3
CHEMBL210963	Q13627	11.2806
CHEMBL210963	Q13882	11.7
CHEMBL210963	Q13976	11.8
CHEMBL210963	Q14012	11.3
CHEMBL210963	Q14289	11.9
CHEMBL210963	Q14680	11.9
CHEMBL210963	Q15303	11.5
CHEMBL210963	Q16288	12
CHEMBL210963	Q16513	11.2
CHEMBL210963	Q16566	11.1655
CHEMBL210963	Q16620	11.4234
CHEMBL210963	Q16644	11.1
CHEMBL210963	Q7KZI7	11.2125
CHEMBL210963	Q96GD4	11.287
CHEMBL210963	Q96KB5	11.1
CHEMBL210963	Q96SB4	11.2
CHEMBL210963	Q9H2G2	11.1
CHEMBL210963	Q9H2X6	11.6
CHEMBL210963	Q9H4B4	11.1985
CHEMBL210963	Q9HAZ1	11.1
CHEMBL210963	Q9HBH9	11.1
CHEMBL210963	Q9HCP0	11.3
CHEMBL210963	Q9NWZ3	11.1022
CHEMBL210963	Q9NYL2	11.2
CHEMBL210963	Q9P1W9	11.9269
CHEMBL210963	Q9UM73	12
CHEMBL210963	Q9Y6M4	11.3
CHEMBL211003	O00141	11.1
CHEMBL211003	O14757	11.1
CHEMBL211003	O15264	11.1
CHEMBL211003	O75116	11.1
CHEMBL211003	P00533	13.7109
CHEMBL211003	P06239	11.1
CHEMBL211003	P12931	11.1
CHEMBL211003	P17612	11.1
CHEMBL211003	P28482	11.1
CHEMBL211003	P35968	11.1
CHEMBL211003	P45983	11.1
CHEMBL211003	P45984	11.1
CHEMBL211003	P49841	11.1
CHEMBL211003	P53778	11.1
CHEMBL211003	P53779	11.1
CHEMBL211003	P54646	11.1
CHEMBL211003	Q13131	11.1
CHEMBL211003	Q15759	11.1
CHEMBL211003	Q16539	11.1
CHEMBL212382	O00141	11.1
CHEMBL212382	O14757	11.1
CHEMBL212382	O15264	11.1
CHEMBL212382	O15530	11.1
CHEMBL212382	O75116	11.1
CHEMBL212382	O75582	11.1
CHEMBL212382	P06239	11.1
CHEMBL212382	P17252	11.1
CHEMBL212382	P23443	11.1
CHEMBL212382	P24941	11.1
CHEMBL212382	P28482	11.1
CHEMBL212382	P31749	11.1
CHEMBL212382	P41240	11.1
CHEMBL212382	P45983	11.1
CHEMBL212382	P45984	11.1
CHEMBL212382	P49137	11.1
CHEMBL212382	P49841	11.1
CHEMBL212382	P53778	11.1
CHEMBL212382	P53779	11.1
CHEMBL212382	P54646	11.1
CHEMBL212382	Q02750	11.1
CHEMBL212382	Q13131	11.1
CHEMBL212382	Q13627	11.1
CHEMBL212382	Q16539	15.0586
CHEMBL212968	O00141	11.1
CHEMBL212968	O14757	11.1
CHEMBL212968	O15264	11.1
CHEMBL212968	O15530	11.1
CHEMBL212968	O75116	11.1
CHEMBL212968	O75582	11.1
CHEMBL212968	P06239	11.1
CHEMBL212968	P17252	11.1
CHEMBL212968	P23443	11.1
CHEMBL212968	P24941	11.1
CHEMBL212968	P28482	11.1
CHEMBL212968	P31749	11.1
CHEMBL212968	P41240	11.1
CHEMBL212968	P45983	11.1
CHEMBL212968	P45984	11.1
CHEMBL212968	P49137	11.1
CHEMBL212968	P49841	11.1
CHEMBL212968	P53778	11.1
CHEMBL212968	P53779	11.1
CHEMBL212968	P54646	11.1
CHEMBL212968	Q02750	11.1
CHEMBL212968	Q13131	11.1
CHEMBL212968	Q13627	11.1
CHEMBL212968	Q16539	14.8447
CHEMBL213423	O00141	11.1
CHEMBL213423	O14757	11.1
CHEMBL213423	O15264	11.1
CHEMBL213423	O15530	11.1
CHEMBL213423	O75116	11.1
CHEMBL213423	O75582	11.1
CHEMBL213423	P06239	11.1
CHEMBL213423	P17252	11.1
CHEMBL213423	P19784	11.1
CHEMBL213423	P23443	11.1
CHEMBL213423	P24941	11.1
CHEMBL213423	P28482	11.1
CHEMBL213423	P31749	11.1
CHEMBL213423	P41240	11.1
CHEMBL213423	P45983	11.1
CHEMBL213423	P45984	11.1
CHEMBL213423	P49137	11.1
CHEMBL213423	P49841	11.1
CHEMBL213423	P53778	11.1
CHEMBL213423	P53779	11.1
CHEMBL213423	P54646	11.1
CHEMBL213423	P68400	11.1
CHEMBL213423	Q02750	11.1
CHEMBL213423	Q13131	11.1
CHEMBL213423	Q13627	11.1
CHEMBL213423	Q16539	14.5949
CHEMBL213451	O00141	11.1
CHEMBL213451	O14757	11.1
CHEMBL213451	O15264	11.1
CHEMBL213451	O15530	11.1
CHEMBL213451	O75116	11.1
CHEMBL213451	O75582	11.1
CHEMBL213451	P06239	11.1
CHEMBL213451	P17252	11.1
CHEMBL213451	P23443	11.1
CHEMBL213451	P24941	11.1
CHEMBL213451	P28482	11.1
CHEMBL213451	P31749	11.1
CHEMBL213451	P41240	11.1
CHEMBL213451	P45983	11.1
CHEMBL213451	P45984	11.1
CHEMBL213451	P49137	11.1
CHEMBL213451	P49841	11.1
CHEMBL213451	P53778	11.1
CHEMBL213451	P53779	11.1
CHEMBL213451	P54646	11.1
CHEMBL213451	Q02750	11.1
CHEMBL213451	Q13131	11.1
CHEMBL213451	Q13627	11.1
CHEMBL213451	Q16539	14.2192
CHEMBL214198	O00141	11.1
CHEMBL214198	O14757	11.1
CHEMBL214198	O15264	11.1
CHEMBL214198	O15530	11.1
CHEMBL214198	O75116	11.1
CHEMBL214198	O75582	11.1
CHEMBL214198	P06239	11.1
CHEMBL214198	P17252	11.1
CHEMBL214198	P23443	11.1
CHEMBL214198	P24941	11.1
CHEMBL214198	P28482	11.1
CHEMBL214198	P31749	11.1
CHEMBL214198	P41240	11.1
CHEMBL214198	P45983	11.1
CHEMBL214198	P45984	11.1
CHEMBL214198	P49137	11.1
CHEMBL214198	P49841	11.1
CHEMBL214198	P53778	11.1
CHEMBL214198	P53779	11.1
CHEMBL214198	P54646	11.1
CHEMBL214198	Q02750	11.1
CHEMBL214198	Q13131	11.1
CHEMBL214198	Q13627	11.1
CHEMBL214198	Q16539	14.6528
CHEMBL215652	O00141	11.1
CHEMBL215652	O14757	11.1
CHEMBL215652	O15264	11.1
CHEMBL215652	O75116	11.1
CHEMBL215652	O75582	11.1
CHEMBL215652	P06239	11.1
CHEMBL215652	P17252	11.1
CHEMBL215652	P19784	11.1
CHEMBL215652	P23443	11.1
CHEMBL215652	P24941	11.1
CHEMBL215652	P28482	11.1
CHEMBL215652	P31749	11.1
CHEMBL215652	P41240	11.1
CHEMBL215652	P45983	11.1
CHEMBL215652	P45984	11.1
CHEMBL215652	P49137	11.1
CHEMBL215652	P49841	11.1
CHEMBL215652	P53778	11.1
CHEMBL215652	P53779	11.1
CHEMBL215652	P54646	11.1
CHEMBL215652	P68400	11.1
CHEMBL215652	Q02750	11.1
CHEMBL215652	Q13131	11.1
CHEMBL215652	Q13627	11.1
CHEMBL215652	Q16539	14.7021
CHEMBL215803	O00141	12.1
CHEMBL215803	O14757	12.1
CHEMBL215803	O14920	12.1
CHEMBL215803	O14965	12.1
CHEMBL215803	O15111	12.1
CHEMBL215803	O15264	12.1
CHEMBL215803	O15530	12.1
CHEMBL215803	O75116	12.1
CHEMBL215803	O96017	12.1
CHEMBL215803	P00519	12.1
CHEMBL215803	P04049	12.1
CHEMBL215803	P05771	12.1
CHEMBL215803	P06493	15.1
CHEMBL215803	P07948	12.1
CHEMBL215803	P08069	12.1
CHEMBL215803	P11362	12.1
CHEMBL215803	P11802	14.2938
CHEMBL215803	P16234	12.1
CHEMBL215803	P17252	12.1
CHEMBL215803	P17612	12.1
CHEMBL215803	P17948	12.1
CHEMBL215803	P21802	12.1
CHEMBL215803	P22607	12.1
CHEMBL215803	P23443	12.1
CHEMBL215803	P24723	12.1
CHEMBL215803	P24941	14.5685
CHEMBL215803	P27361	12.1
CHEMBL215803	P28482	12.1
CHEMBL215803	P30530	12.1
CHEMBL215803	P31749	12.1
CHEMBL215803	P31751	12.1
CHEMBL215803	P35968	12.1
CHEMBL215803	P41240	12.1
CHEMBL215803	P41743	12.1
CHEMBL215803	P42684	12.1
CHEMBL215803	P43403	12.1
CHEMBL215803	P43405	12.1
CHEMBL215803	P45983	12.1
CHEMBL215803	P45984	12.1
CHEMBL215803	P49137	12.1
CHEMBL215803	P49841	13.9861
CHEMBL215803	P51812	12.1
CHEMBL215803	P51813	12.1
CHEMBL215803	P52564	12.1
CHEMBL215803	P53778	12.1
CHEMBL215803	P53779	12.1
CHEMBL215803	Q00534	14.0208
CHEMBL215803	Q02750	12.1
CHEMBL215803	Q02763	12.1
CHEMBL215803	Q15759	12.1
CHEMBL215803	Q16513	12.1
CHEMBL215803	Q16539	12.1
CHEMBL215803	Q16566	12.1
CHEMBL2205426	O00141	12.685
CHEMBL2205426	O00444	14.2549
CHEMBL2205426	O14757	12.8773
CHEMBL2205426	O15264	11.3291
CHEMBL2205426	O15530	13.2487
CHEMBL2205426	O60674	12.1362
CHEMBL2205426	O75116	12.4665
CHEMBL2205426	O96017	13.1555
CHEMBL2205426	P00519	12.2549
CHEMBL2205426	P00533	11.8447
CHEMBL2205426	P04626	11.9539
CHEMBL2205426	P04629	11.7198
CHEMBL2205426	P06241	12.5841
CHEMBL2205426	P07333	11.7778
CHEMBL2205426	P07948	11.8959
CHEMBL2205426	P08069	11.8447
CHEMBL2205426	P08581	11.8959
CHEMBL2205426	P11309	11.8959
CHEMBL2205426	P12931	11.8212
CHEMBL2205426	P17948	13.9539
CHEMBL2205426	P22607	11.9539
CHEMBL2205426	P27448	11.4161
CHEMBL2205426	P28482	11.2427
CHEMBL2205426	P29317	11.6528
CHEMBL2205426	P29597	11.8212
CHEMBL2205426	P31749	11.1969
CHEMBL2205426	P31751	11.1969
CHEMBL2205426	P35968	13.1088
CHEMBL2205426	P36888	12.4063
CHEMBL2205426	P45983	11.6229
CHEMBL2205426	P45984	12.6817
CHEMBL2205426	P48730	11.2079
CHEMBL2205426	P49841	13.0914
CHEMBL2205426	P51812	12.3007
CHEMBL2205426	P51955	11.1362
CHEMBL2205426	P52333	11.8696
CHEMBL2205426	P53350	14.401
CHEMBL2205426	P53667	12.8122
CHEMBL2205426	Q00535	12.4809
CHEMBL2205426	Q08881	11.9239
CHEMBL2205426	Q13153	11.1132
CHEMBL2205426	Q13188	11.6376
CHEMBL2205426	Q13464	12.7576
CHEMBL2205426	Q13627	11.2675
CHEMBL2205426	Q15303	11.5318
CHEMBL2205426	Q16566	11.1706
CHEMBL2205426	Q16620	11.4468
CHEMBL2205426	Q16644	11.1362
CHEMBL2205426	Q7KZI7	11.5425
CHEMBL2205426	Q9H4B4	14.799
CHEMBL2205426	Q9NWZ3	11.1044
CHEMBL2205426	Q9P1W9	11.9539
CHEMBL223367	O00141	11.1
CHEMBL223367	O00311	12
CHEMBL223367	O00444	11.3
CHEMBL223367	O14757	14.5354
CHEMBL223367	O14920	12.5101
CHEMBL223367	O14965	11.3
CHEMBL223367	O15075	11.1
CHEMBL223367	O15111	11.3
CHEMBL223367	O15264	11.15
CHEMBL223367	O15530	12.2154
CHEMBL223367	O43293	11.55
CHEMBL223367	O43781	11.3
CHEMBL223367	O60674	11.5
CHEMBL223367	O75116	11.15
CHEMBL223367	O75582	11.8
CHEMBL223367	O95819	12.4
CHEMBL223367	O96013	11.25
CHEMBL223367	O96017	11.25
CHEMBL223367	P00519	11.7
CHEMBL223367	P00533	11.45
CHEMBL223367	P04626	11.5
CHEMBL223367	P04629	11.4
CHEMBL223367	P06213	11.25
CHEMBL223367	P06239	11.4
CHEMBL223367	P06241	11.65
CHEMBL223367	P06493	11.15
CHEMBL223367	P07333	13.8001
CHEMBL223367	P07948	11.5
CHEMBL223367	P07949	12
CHEMBL223367	P08069	11.55
CHEMBL223367	P08581	11.35
CHEMBL223367	P10721	11.55
CHEMBL223367	P11309	12.6764
CHEMBL223367	P11362	11.25
CHEMBL223367	P12931	11.25
CHEMBL223367	P15735	11.4
CHEMBL223367	P17612	11.15
CHEMBL223367	P17948	11.8
CHEMBL223367	P19784	11.1
CHEMBL223367	P22607	11.45
CHEMBL223367	P23443	12.8
CHEMBL223367	P24941	11.3198
CHEMBL223367	P27448	11.5
CHEMBL223367	P28482	11.15
CHEMBL223367	P29317	11.35
CHEMBL223367	P29597	11.45
CHEMBL223367	P30530	11.8
CHEMBL223367	P31749	11.6008
CHEMBL223367	P31751	11.5006
CHEMBL223367	P35968	11.1928
CHEMBL223367	P36888	11.4
CHEMBL223367	P45983	11.35
CHEMBL223367	P45984	11.3
CHEMBL223367	P48729	11.3
CHEMBL223367	P48730	11.15
CHEMBL223367	P49137	11.9021
CHEMBL223367	P49760	11.2
CHEMBL223367	P49841	12.9
CHEMBL223367	P51617	11.5
CHEMBL223367	P51812	14.2002
CHEMBL223367	P51955	11.1
CHEMBL223367	P52333	11.5
CHEMBL223367	P53350	12.1134
CHEMBL223367	P53667	11.1
CHEMBL223367	P53778	11.2
CHEMBL223367	P68400	11.2
CHEMBL223367	P78368	11.2
CHEMBL223367	Q00535	11.1
CHEMBL223367	Q05397	11.9
CHEMBL223367	Q08881	11.5
CHEMBL223367	Q13131	12.7
CHEMBL223367	Q13153	11.1
CHEMBL223367	Q13188	13.3
CHEMBL223367	Q13464	11.1
CHEMBL223367	Q13627	11.2
CHEMBL223367	Q13882	11.7
CHEMBL223367	Q13976	11.8
CHEMBL223367	Q14012	11.3
CHEMBL223367	Q14289	11.9
CHEMBL223367	Q14680	12.7
CHEMBL223367	Q15303	11.3
CHEMBL223367	Q16513	11.2
CHEMBL223367	Q16566	11.1
CHEMBL223367	Q16620	11.25
CHEMBL223367	Q16644	11.1
CHEMBL223367	Q7KZI7	11.2169
CHEMBL223367	Q96GD4	11.2
CHEMBL223367	Q96KB5	11.1
CHEMBL223367	Q96SB4	11.3
CHEMBL223367	Q9H2G2	11.1
CHEMBL223367	Q9H2X6	11.6
CHEMBL223367	Q9H4B4	12.3259
CHEMBL223367	Q9HAZ1	11.1
CHEMBL223367	Q9HBH9	11.1
CHEMBL223367	Q9NWZ3	11.1
CHEMBL223367	Q9NYL2	11.2
CHEMBL223367	Q9P1W9	11.5
CHEMBL223367	Q9UM73	12
CHEMBL223460	O00141	11.1
CHEMBL223460	O00311	12
CHEMBL223460	O00444	11.3
CHEMBL223460	O14757	14.0519
CHEMBL223460	O14920	11.35
CHEMBL223460	O14965	11.3
CHEMBL223460	O15075	11.1
CHEMBL223460	O15111	11.3
CHEMBL223460	O15264	11.15
CHEMBL223460	O15530	11.3
CHEMBL223460	O43293	11.55
CHEMBL223460	O43781	11.3
CHEMBL223460	O60674	11.5
CHEMBL223460	O75116	11.15
CHEMBL223460	O75582	11.8
CHEMBL223460	O95819	12.9
CHEMBL223460	O96013	11.25
CHEMBL223460	O96017	11.25
CHEMBL223460	P00519	11.7
CHEMBL223460	P00533	11.45
CHEMBL223460	P04626	11.5
CHEMBL223460	P04629	11.4
CHEMBL223460	P06213	11.25
CHEMBL223460	P06239	11.4
